time,type,thing,fisher,weight,worth,total
1717353150432,common,Black Spotted Grunt,Chimepa1,4.99,20,365
1717353171697,junk,Can,MikaHus,0.52,5,289
1717353275238,uncommon,Rabbitfish,sstop1231,1.87,33,54
1717353366579,rare,Rubber Ducky,lightb0011,0.08,80,136
1717353392960,junk,Some Keys,sione89,0.17,8,415
1717353492817,uncommon,Watch,mva255,0.21,52,54
1717353549861,junk,Coffee Cup,necroso7,0.23,2,342
1717353823560,uncommon,Fish Fillet Burger,staggerrilla,1.11,6,605
1717353845969,rare,Emperor Angelfish,bleepbloopinbot,1.32,62,521
1717353888030,legendary,Zero,thanossoul,8.2,614,824
1717353910438,uncommon,Electric Catfish,MikaHus,24,62,351
1717353931686,uncommon,Fish Fillet Burger,alfiMS,0.91,5,226
1717353953420,common,Perch,andrearghos,2.9,29,34
1717353975057,common,Black Redeye,t0x1nXz,32,24,158
1717353996484,common,Trout,JohnnyQuizz,0.91,14,954
1717354305154,junk,Nugget,lightb0011,0.21,2,138
1717354379387,common,Mackerel,stecherdesgrauens,1.62,16,1132
1717354446510,common,Atlantic Cod,necroso7,45,34,376
1717354487442,uncommon,Triggerfish,CHUCKY_XS,16.4,74,839
1717354509395,uncommon,Watch,Chimepa1,0.16,40,405
1717354531189,common,Black Redeye,sstop1231,43,32,86
1717354600143,uncommon,Butterfly Fish,andrearghos,0.1,45,79
1717354621967,common,Barracuda,JohnnyQuizz,10,33,987
1717354765385,junk,Scooter,goldneye1971,15,50,50
1717354787328,uncommon,Scrapermouth Mbuna,goldneye1971,0.2,40,90
1717354808654,common,Mussel,goldneye1971,0.08,8,98
1717354830602,uncommon,Butterfly Fish,goldneye1971,0.08,38,136
1717354865312,legendary,Whale Shark,goldneye1971,14,678,814
1717354887661,rare,Nimbochromis,thanossoul,2.78,60,884
1717354970560,common,Atlantic Cod,alfiMS,43,32,258
1717355024607,uncommon,Rabbitfish,staggerrilla,1.85,32,637
1717355047544,rare,Yellowtang,bleepbloopinbot,0.68,88,609
1717355144652,common,Barracuda,Chimepa1,7.9,26,431
1717355172567,rare,Big Mamma Pickle,WolfReborn,0.54,107,107
1717355212850,uncommon,Watch,CHUCKY_XS,0.18,44,883
1717355234197,junk,Some Keys,lightb0011,0.17,9,147
1717355257102,rare,Sunfish,sstop1231,794,88,174
1717355291289,junk,Trolley,necroso7,19.4,10,386
1717355312659,common,Mussel,t0x1nXz,0.11,11,169
1717355334156,common,Mackerel,JohnnyQuizz,1.7,17,1004
1717355608908,rare,Red Discus,MikaHus,0.38,86,437
1717355770569,common,Mussel,varmintkoss,0.11,11,11
1717355791924,junk,Some Keys,andrearghos,0.2,10,89
1717355815852,junk,Coffee Cup,Chimepa1,0.21,2,433
1717355840666,epic,Moorish Idol,zoskyb,2.03,183,277
1717355877317,common,Perch,thanossoul,2.76,28,912
1717356056306,common,Pike,sstop1231,0.92,9,183
1717356091419,common,Hermit Crab,lightb0011,0.91,18,165
1717356122513,rare,Emperor Angelfish,alfiMS,1.32,61,319
1717356235141,legendary,Whale Shark,staggerrilla,12,576,1213
1717356256940,common,Barracuda,bleepbloopinbot,9.7,32,641
1717356292726,uncommon,Golden Redeye Rudd,sione89,0.83,41,456
1717356331711,junk,Branch,MikaHus,0.44,2,439
1717356426351,junk,Some Keys,Ura3535,0.23,11,11
1717356455849,rare,Arapaima,JohnnyQuizz,90,90,1094
1717356513423,epic,Powderblue Tang,Chimepa1,0.79,158,591
1717356815839,common,Blue Discus,necroso7,0.21,21,407
1717356842011,uncommon,Golden Redeye Rudd,thanossoul,0.87,44,956
1717356913910,uncommon,Streaked Spinefoot,andrearghos,0.2,41,130
1717356943445,uncommon,Rabbitfish,sstop1231,2.02,35,218
1717356991247,uncommon,Starfish,CHUCKY_XS,0.1,29,912
1717357024708,common,Trout,MikaHus,0.95,14,453
1717357046070,junk,Tire,lightb0011,33,11,176
1717357113445,rare,Parrot Fish,JohnnyQuizz,2.02,71,1165
1717357139341,junk,Can,Chimepa1,0.47,5,596
1717357175477,junk,Vape,sirhunterr,0.22,11,300
1717357253431,junk,Tire,surfeus,27,9,153
1717357400425,legendary,Tiger Shark,t0x1nXz,541,324,493
1717357423848,epic,Pineapple,staggerrilla,1,5,1218
1717357445106,junk,Can,bleepbloopinbot,0.47,5,646
1717357467863,rare,Mahi Mahi,stecherdesgrauens,15,80,1212
1717357727903,common,Perch,necroso7,2.63,26,433
1717357750337,uncommon,Lobster,lightb0011,0.91,64,240
1717357795194,rare,Orangespined Unicornfish,JohnnyQuizz,1.12,84,1249
1717357816568,junk,Tire,Chimepa1,33,11,607
1717357837845,uncommon,Fish Fillet Burger,sstop1231,1.13,6,224
1717357864662,common,Pike,zoskyb,0.9,9,286
1717357907838,rare,Sailfish,alfiMS,59,76,395
1717357982461,common,Black Redeye,sione89,34,26,482
1717358023624,legendary,Joel the Sturgeon,thanossoul,306,306,1262
1717358060149,junk,Soda Can,WolfReborn,0.1,1,108
1717358124944,rare,Rubber Ducky,MikaHus,0.09,89,542
1717358146381,common,Trout,varmintkoss,0.94,14,25
1717358167713,junk,Traffic Cone,CHUCKY_XS,1.08,9,921
1717358402163,uncommon,Sea Urchin,JohnnyQuizz,0.2,31,1280
1717358427387,epic,Moorish Idol,sirhunterr,2.24,202,502
1717358461944,rare,Yellowtang,Chimepa1,0.78,100,707
1717358625483,uncommon,Electric Catfish,staggerrilla,22,57,1275
1717358648367,rare,Olive Ridley Turtle,bleepbloopinbot,43,87,733
1717358669698,junk,Traffic Cone,zoskyb,0.97,8,294
1717358740515,common,Perch,MikaHus,2.72,27,569
1717358855558,junk,Weird Drawing of a Fish?,thanossoul,0.56,11,1273
1717358879413,epic,Leatherback Turtle,alfiMS,386,135,530
1717359004115,uncommon,Rabbitfish,JohnnyQuizz,1.78,31,1311
1717359037594,rare,Piranha,puninupp,1.01,81,121
1717359058855,junk,Thong,necroso7,0.2,2,435
1717359091499,epic,Shrimp Toy,lightb0011,0.87,87,327
1717359125721,legendary,Tiger Shark,Chimepa1,421,253,960
1717359192856,legendary,Whale Shark,CHUCKY_XS,14,681,1602
1717359528781,junk,Some Keys,t0x1nXz,0.22,11,504
1717359557573,junk,Nugget,sirhunterr,0.17,2,504
1717359583364,epic,Shrimp Toy,MikaHus,0.99,99,668
1717359617653,common,Perch,JohnnyQuizz,2.73,27,1338
1717359665647,junk,Strange Vase,necroso7,0.52,10,445
1717359793949,common,Salmon,Chimepa1,3.55,27,987
1717359827786,epic,Old PC,staggerrilla,19.2,192,1467
1717359849601,uncommon,Streaked Spinefoot,bleepbloopinbot,0.17,33,766
1717359870927,junk,Mug,varmintkoss,0.46,9,34
1717359892668,common,Barracuda,sstop1231,8.9,30,254
1717360013138,junk,VHS Tape,sione89,0.53,21,503
1717360034555,common,Trout,alesas2,0.89,13,13
1717360141465,common,Carp,andrearghos,8.2,15,145
1717360235144,common,Atlantic Cod,MikaHus,39,29,697
1717360271829,rare,Arapaima,Hyper_Spectrum,89,89,89
1717360311229,legendary,Pink Rubber Ducky,Ura3535,4.66,373,384
1717360333437,rare,Rainbow Cichlid,JohnnyQuizz,0.41,53,1391
1717360380353,common,Barracuda,lightb0011,9.5,32,359
1717360437309,common,Hermit Crab,necroso7,1.07,21,466
1717360459121,uncommon,Scrapermouth Mbuna,Chimepa1,0.17,33,1020
1717360544429,uncommon,Watch,surfeus,0.17,44,197
1717360599089,common,Black Spotted Grunt,JohnnyQuizz,4.97,20,1411
1717360890167,common,Black Spotted Grunt,MikaHus,5.4,22,719
1717360912606,rare,Olive Ridley Turtle,CHUCKY_XS,32,64,1666
1717360937631,common,Blue Discus,JohnnyQuizz,0.16,16,1427
1717361024898,uncommon,Golden Redeye Rudd,staggerrilla,0.68,34,1501
1717361046684,common,Salmon,bleepbloopinbot,3.95,30,796
1717361158275,common,Pike,necroso7,0.86,9,475
1717361200550,uncommon,Electric Catfish,sione89,24,62,565
1717361223255,rare,Jellyfish Plushie,viktor123545,0.43,77,87
1717361316991,junk,CB Longneck,andrearghos,0.2,2,147
1717361459850,junk,Broken Sword,surfeus,1.1,110,307
1717361505611,rare,Red Discus,thanossoul,0.4,90,1363
1717361547078,epic,Foureye Butterflyfish,JohnnyQuizz,0.17,129,1556
1717361616358,common,Blue Discus,MikaHus,0.16,16,735
1717361658269,common,Hermit Crab,JohnnyQuizz,1.08,22,1578
1717361696987,rare,Red-knobbed Starfish,lightb0011,0.1,72,431
1717361778867,junk,Branch,JohnnyQuizz,0.46,2,1580
1717361800054,junk,Thong,necroso7,0.19,2,477
1717361848670,common,Carp,JohnnyQuizz,9,17,1597
1717361917915,junk,CB Longneck,sione89,0.18,2,567
1717361939584,common,Salmon,t0x1nXz,3.53,26,530
1717361962121,uncommon,Lobster,JohnnyQuizz,0.98,69,1666
1717362002919,rare,Nimbochromis,JohnnyQuizz,2.46,53,1719
1717362201303,rare,Yellowtang,CHUCKY_XS,0.59,76,1742
1717362228475,legendary,Tiger Shark,JohnnyQuizz,502,301,2020
1717362250294,common,Salmon,mva255,4.35,33,87
1717362271496,junk,Branch,staggerrilla,0.54,2,1503
1717362293157,common,Black Redeye,bleepbloopinbot,34,26,822
1717362343428,rare,Sunfish,Chimepa1,1,112,1132
1717362562535,junk,Tire,sione89,25,8,575
1717362660931,junk,Coffee Cup,necroso7,0.22,2,479
1717362719517,uncommon,Starfish,MikaHus,0.11,32,767
1717362741918,rare,Orange-Spotted Spinefoot,MikaHus,0.09,64,831
1717362829588,junk,Tire,JohnnyQuizz,25,8,2028
1717363052389,common,Atlantic Cod,thanossoul,38,29,1392
1717363094224,common,Black Spotted Grunt,lightb0011,5.1,20,451
1717363147516,junk,CB Longneck,Chimepa1,0.17,2,1134
1717363425763,rare,Emperor Angelfish,staggerrilla,1.4,65,1568
1717363447813,uncommon,Watch,bleepbloopinbot,0.18,44,866
1717363470353,rare,Green Sea Turtle,JohnnyQuizz,157,69,2097
1717363491677,junk,Vape,MikaHus,0.17,8,839
1717363513251,common,Mackerel,alfiMS,2.11,21,551
1717363641658,uncommon,Oyster,Euphorie7,0.44,52,52
1717363688133,common,Atlantic Cod,CHUCKY_XS,33,25,1767
1717363711950,junk,Can,lightb0011,0.51,5,456
1717363734891,epic,Shrimp Toy,sione89,0.89,89,664
1717364072890,uncommon,Peacock Bass,JohnnyQuizz,7.9,49,2146
1717364094764,uncommon,Frontosa Cichlid,necroso7,0.53,37,516
1717364116875,uncommon,Koi,MikaHus,11.9,47,886
1717364334350,junk,Some Keys,Chimepa1,0.2,10,1144
1717364415504,epic,Old PC,lightb0011,21,211,667
1717364538091,epic,Foureye Butterflyfish,kolyaoleksyuk,0.17,127,163
1717364626740,epic,Lion Fish,staggerrilla,0.91,109,1677
1717364666409,common,Atlantic Cod,bleepbloopinbot,41,31,897
1717364967001,common,Perch,Euphorie7,2.49,25,25
1717364988545,common,Hermit Crab,MikaHus,1,20,20
1717365009861,junk,Traffic Cone,necroso7,0.88,7,7
1717365031884,uncommon,Scrapermouth Mbuna,sione89,0.22,43,43
1717365054131,uncommon,Peacock Bass,JohnnyQuizz,8.8,55,55
1717365264464,rare,Green Sea Turtle,crayzeyez,161,70,70
1717365432432,common,Black Redeye,thanossoul,37,28,28
1717365679636,uncommon,Butterfly Fish,varmintkoss,0.1,44,44
1717365723943,common,Perch,CHUCKY_XS,2.83,28,28
1717365745749,uncommon,Sea Urchin,JohnnyQuizz,0.21,32,87
1717365767602,uncommon,Frontosa Cichlid,fscktfs,0.5,35,35
1717365789336,junk,Bike,lightb0011,9.7,29,29
1717365813579,epic,Powderblue Tang,crayzeyez,0.77,154,224
1717365835811,rare,Rainbow Cichlid,staggerrilla,0.41,53,53
1717365858242,rare,Emperor Angelfish,bleepbloopinbot,1.38,64,64
1717365882265,epic,Powderblue Tang,MikaHus,0.71,142,162
1717365972296,junk,Tire,zoskyb,25,8,8
1717366005158,rare,Arapaima,Euphorie7,101,101,126
1717366035529,junk,Coffee Cup,thanossoul,0.2,2,30
1717366118272,rare,Emperor Angelfish,athne1,1.64,77,77
1717366140185,uncommon,Butterfly Fish,t0x1nXz,0.08,38,38
1717366161514,junk,Trolley,crayzeyez,18.1,9,233
1717366583316,common,Salmon,zoskyb,4.19,31,39
1717366604511,epic,Sponge,sione89,0.09,2,45
1717366625837,junk,Vape,JohnnyQuizz,0.17,8,95
1717366656026,legendary,Golden Crown,Pochenchou,0.9,452,452
1717366681143,rare,Sailfish,thanossoul,76,98,128
1717366747549,common,Atlantic Cod,CHUCKY_XS,35,26,54
1717367025413,uncommon,Frontosa Cichlid,staggerrilla,0.44,31,84
1717367048466,rare,Red Discus,bleepbloopinbot,0.42,95,159
1717367069788,junk,Traffic Cone,Euphorie7,0.95,8,134
1717367093831,epic,Loggerhead Turtle,necroso7,138,143,150
1717367222052,junk,Tire,crayzeyez,29,10,243
1717367249719,common,Mackerel,JohnnyQuizz,2.13,21,116
1717367350763,common,Blue Discus,thanossoul,0.22,22,150
1717367580136,rare,Nimbochromis,varmintkoss,2.41,52,96
1717367691179,junk,Can,necroso7,0.41,4,154
1717367919221,common,Hermit Crab,crayzeyez,1.03,21,264
1717368185523,epic,Sponge,thanossoul,0.09,2,152
1717368207853,rare,Rainbow Cichlid,sione89,0.46,59,104
1717368229864,uncommon,Streaked Spinefoot,staggerrilla,0.22,43,127
1717368251381,common,Mackerel,bleepbloopinbot,1.82,18,177
1717368400062,epic,Moorish Idol,necroso7,1.9,171,325
1717368484450,junk,CB Longneck,andrearghos,0.17,2,2
1717368643796,uncommon,Peacock Bass,CHUCKY_XS,8.5,53,107
1717368685054,legendary,Diamond,JohnnyQuizz,0.1,1,1119
1717368799207,junk,Soda Can,mva255,0.1,1,1
1717368880479,common,Perch,thanossoul,3.19,32,184
1717368995771,junk,CB Longneck,sione89,0.19,2,106
1717369386175,rare,Yellowtang,necroso7,0.63,81,406
1717369426670,uncommon,Oyster,staggerrilla,0.44,53,180
1717369447871,junk,Coffee Cup,bleepbloopinbot,0.19,2,179
1717369552913,common,Atlantic Cod,lightb0011,41,31,60
1717369574274,junk,Trolley,thanossoul,19.8,10,194
1717369663990,junk,CB Longneck,crayzeyez,0.19,2,266
1717369914596,junk,Some Keys,andrearghos,0.19,9,11
1717369936227,junk,Bike,stecherdesgrauens,8,24,24
1717369988558,uncommon,Oyster,necroso7,0.44,52,458
1717370081178,junk,Nugget,Euphorie7,0.18,2,136
1717370209194,uncommon,Sea Urchin,JohnnyQuizz,0.18,27,1146
1717370336345,rare,Nimbochromis,t0x1nXz,3.34,72,110
1717370619692,uncommon,Lobster,necroso7,1.02,71,529
1717370641627,uncommon,Frontosa Cichlid,staggerrilla,0.55,38,218
1717370665794,epic,Orange Mandarin Fish,bleepbloopinbot,0.17,150,329
1717370687545,uncommon,Starfish,thanossoul,0.1,30,224
1717371056680,junk,Funny Metal Tubes,athne1,0.2,2,79
1717371110653,common,Mackerel,zoskyb,1.85,19,58
1717371138488,uncommon,Red Eye Fish,crayzeyez,2.14,30,296
1717371245695,uncommon,Rabbitfish,RClearDiamond,1.98,35,35
1717371347734,uncommon,Watch,andrearghos,0.16,41,52
1717371389475,legendary,Manta Ray,mva255,1,555,556
1717371410725,uncommon,Fish Fillet Burger,JohnnyQuizz,0.98,5,1151
1717371473525,rare,Wahoo,lightb0011,14,90,150
1717371789704,junk,Bike,thanossoul,9.3,28,252
1717371827602,uncommon,Triggerfish,staggerrilla,16.9,76,294
1717371848804,junk,Thong,bleepbloopinbot,0.18,2,331
1717371871034,uncommon,Koi,necroso7,13.4,53,582
1717372000082,uncommon,Red Eye Fish,andrearghos,2.4,34,86
1717372022297,rare,Nimbochromis,crayzeyez,2.43,53,349
1717372363072,uncommon,Electric Catfish,JohnnyQuizz,22,58,1209
1717372384271,junk,Coffee Cup,zoskyb,0.19,2,60
1717372486691,rare,Jellyfish Plushie,necroso7,0.52,94,676
1717372549136,rare,Mahi Mahi,crayzeyez,12.9,69,418
1717372819971,uncommon,Sea Urchin,crayzeyez,0.2,29,447
1717372841646,common,Salmon,andrearghos,3.53,26,112
1717372882275,uncommon,Watch,CHUCKY_XS,0.22,54,161
1717373026758,common,Perch,staggerrilla,2.86,29,323
1717373048197,junk,Traffic Cone,bleepbloopinbot,1.09,9,340
1717373172829,junk,Tire,necroso7,31,10,686
1717373195655,rare,Marlin,sione89,252,84,190
1717373223497,common,Atlantic Cod,thanossoul,37,28,280
1717373252000,uncommon,Triggerfish,JohnnyQuizz,19.2,86,1295
1717373279231,junk,Bike,t0x1nXz,10.3,31,141
1717373954929,epic,Swordfish,JohnnyQuizz,261,209,1504
1717373994936,rare,Arapaima,thanossoul,102,102,382
1717374024567,legendary,Tiger Shark,andrearghos,559,336,448
1717374227639,rare,Green Sea Turtle,staggerrilla,151,66,389
1717374249444,common,Salmon,bleepbloopinbot,4.15,31,371
1717374470165,junk,Scooter,zoskyb,14.1,47,107
1717374608848,common,Salmon,necroso7,3.34,25,711
1717374637979,rare,Sunfish,thanossoul,1,113,495
1717374862885,uncommon,Rabbitfish,JohnnyQuizz,1.61,28,1532
1717375078095,uncommon,Murex Shellfish,lightb0011,0.54,43,193
1717375100526,rare,Orange-Spotted Spinefoot,andrearghos,0.09,63,511
1717375193416,uncommon,Watch,crayzeyez,0.2,50,497
1717375214865,junk,Weird Drawing of a Fish?,t0x1nXz,0.54,11,152
1717375261560,common,Blue Discus,necroso7,0.21,21,732
1717375285837,epic,Powderblue Tang,fluffythevikingdude,0.77,155,155
1717375307339,junk,VHS Tape,staggerrilla,0.41,16,405
1717375427005,junk,Henry's Shoe,bleepbloopinbot,1.8,4,375
1717375526729,rare,Nimbochromis,JohnnyQuizz,2.64,57,1589
1717375564538,rare,Red Discus,thanossoul,0.43,97,592
1717375774758,junk,Coffee Cup,lightb0011,0.18,2,195
1717376067243,legendary,Zero,necroso7,8.1,604,1336
1717376107162,legendary,Diamond,andrearghos,0.09,937,1448
1717376151507,common,Mussel,JohnnyQuizz,0.1,10,1599
1717376172886,junk,Mug,sione89,0.4,8,198
1717376407215,legendary,Croissant Shark,staringBunny,0.92,231,231
1717376514326,common,Carp,t0x1nXz,7.7,14,166
1717376535772,common,Carp,thanossoul,6.7,13,605
1717376603037,junk,VHS Tape,CHUCKY_XS,0.54,22,183
1717376633511,legendary,Tiger Shark,staggerrilla,545,327,732
1717376656861,rare,Sunfish,bleepbloopinbot,983,109,484
1717376685726,common,Black Redeye,necroso7,38,29,1365
1717376749195,common,Mackerel,andrearghos,1.99,20,1468
1717376848315,junk,Thong,lightb0011,0.2,2,197
1717376890766,junk,Branch,JohnnyQuizz,0.55,2,1601
1717377073015,rare,Emperor Angelfish,crayzeyez,1.39,65,562
1717377450025,uncommon,Golden Redeye Rudd,sione89,0.77,39,237
1717377471234,junk,Branch,andrearghos,0.52,2,1470
1717377498063,rare,Tuna,thanossoul,245,117,722
1717377522227,junk,CB Longneck,necroso7,0.18,2,1367
1717377730701,junk,Can,Euphorie7,0.41,4,140
1717377751997,junk,Traffic Cone,JohnnyQuizz,0.86,7,1608
1717377826952,junk,CB Longneck,staggerrilla,0.18,2,734
1717377849706,uncommon,Triggerfish,bleepbloopinbot,17.3,78,562
1717377915289,junk,Tire,crayzeyez,26,9,571
1717378004793,uncommon,Fish Fillet Burger,lightb0011,1.07,5,202
1717378087566,uncommon,Starfish,andrearghos,0.1,29,1499
1717378109162,common,Black Spotted Grunt,CHUCKY_XS,4.89,20,203
1717378134733,junk,Branch,thanossoul,0.44,2,724
1717378386657,rare,Oreochromis,JohnnyQuizz,2.6,87,1695
1717378645327,junk,Traffic Cone,necroso7,0.99,8,1375
1717378668037,rare,Yellowtang,lightb0011,0.59,76,278
1717378842357,junk,Scooter,andrearghos,15.1,50,1549
1717379027216,junk,Weird Drawing of a Fish?,staggerrilla,0.5,10,744
1717379048980,common,Barracuda,bleepbloopinbot,9.1,30,592
1717379094981,junk,Branch,ottershine,0.45,2,2
1717379116663,common,Barracuda,thanossoul,8.5,28,752
1717379277512,epic,Yellow Mandarin Fish,necroso7,0.23,203,1578
1717379325173,epic,Orange Discus,crayzeyez,0.28,101,672
1717379557842,common,Mackerel,andrearghos,1.9,19,1568
1717379662330,junk,Soda Can,JohnnyQuizz,0.08,1,1696
1717379936625,common,Carp,Ura3535,7.5,14,14
1717380051455,rare,Oreochromis,lightb0011,2.44,81,359
1717380073197,common,Atlantic Cod,thanossoul,40,30,782
1717380103401,junk,Soda Can,necroso7,0.1,1,1579
1717380172021,rare,Wahoo,surfeus,13.7,88,88
1717380193225,junk,Coffee Cup,andrearghos,0.17,2,1570
1717380227804,uncommon,Starfish,staggerrilla,0.1,29,773
1717380249622,uncommon,Streaked Spinefoot,bleepbloopinbot,0.16,32,624
1717380738286,junk,Funny Metal Tubes,JohnnyQuizz,0.2,2,1698
1717380762989,common,Carp,necroso7,8.9,17,1596
1717380802013,junk,Car,andrearghos,1,336,1906
1717380985422,uncommon,Murex Shellfish,CHUCKY_XS,0.41,33,236
1717381016735,junk,Strange Vase,lightb0011,0.46,9,368
1717381313687,junk,Trolley,seligchan,18.4,9,9
1717381335501,common,Barracuda,thanossoul,9.2,31,813
1717381356871,junk,Some Keys,surfeus,0.18,9,97
1717381430907,epic,Yellow Mandarin Fish,staggerrilla,0.2,176,949
1717381452270,junk,Some Keys,bleepbloopinbot,0.19,10,634
1717381474125,common,Perch,andrearghos,3.39,34,1940
1717381495549,common,Carp,JohnnyQuizz,7,13,1711
1717381516989,common,Mussel,zoskyb,0.11,11,118
1717381677179,common,Pike,necroso7,1.11,11,1607
1717381986800,rare,Nimbochromis,alfiMS,3.2,69,69
1717382016436,uncommon,Scrapermouth Mbuna,lightb0011,0.22,44,412
1717382089208,common,Salmon,andrearghos,3.64,27,1967
1717382382683,common,Mackerel,CHUCKY_XS,2.04,20,256
1717382456771,common,Atlantic Cod,necroso7,36,27,1634
1717382478538,common,Salmon,JohnnyQuizz,4.14,31,1742
1717382503579,epic,Swordfish,necroso7,243,194,1828
1717382532897,common,Barracuda,thanossoul,9.1,30,843
1717382627976,junk,VHS Tape,staggerrilla,0.55,22,971
1717382651561,epic,Lion Fish,bleepbloopinbot,1,120,754
1717382673128,common,Blue Discus,crayzeyez,0.21,21,693
1717382694587,common,Carp,necroso7,8.7,16,1844
1717382742914,common,Mussel,andrearghos,0.1,10,1977
1717382814863,epic,Orange Discus,necroso7,0.3,111,1955
1717382893817,uncommon,Starfish,surfeus,0.09,27,124
1717382916487,rare,Green Sea Turtle,lightb0011,174,76,488
1717383063351,uncommon,Rabbitfish,necroso7,1.69,30,1985
1717383084715,junk,Nugget,JohnnyQuizz,0.17,2,1744
1717383105972,junk,Henry's Shoe,andrearghos,2.02,5,1982
1717383153694,common,Barracuda,thanossoul,9.6,32,875
1717383176099,rare,Orangespined Unicornfish,JohnnyQuizz,0.82,62,1806
1717383239160,rare,Orangespined Unicornfish,JohnnyQuizz,1.02,76,1882
1717383307007,common,Mussel,JohnnyQuizz,0.11,11,1893
1717383362532,junk,Scooter,crayzeyez,12.1,40,733
1717383383998,common,Carp,crayzeyez,8.7,16,749
1717383405202,junk,Nugget,andrearghos,0.19,2,1984
1717383437389,rare,Sailfish,andrearghos,76,97,2081
1717383502800,uncommon,Triggerfish,JohnnyQuizz,19,85,1978
1717383567834,common,Trout,JohnnyQuizz,0.97,15,1993
1717383634887,rare,Red-knobbed Starfish,JohnnyQuizz,0.11,76,2069
1717383668856,common,Pike,necroso7,0.94,9,1994
1717383694226,uncommon,Rabbitfish,JohnnyQuizz,2.08,36,2105
1717383715403,junk,Soda Can,JohnnyQuizz,0.08,1,2106
1717383767911,rare,Wahoo,JohnnyQuizz,13.4,86,2192
1717383829057,uncommon,Sea Urchin,staggerrilla,0.17,26,997
1717383850582,common,Mackerel,bleepbloopinbot,1.84,18,772
1717383920087,common,Pike,viktor123545,1,10,10
1717384170122,rare,Wahoo,thanossoul,11.8,76,76
1717384192998,uncommon,Triggerfish,surfeus,18.5,83,83
1717384286177,common,Mussel,taylor047,0.1,10,10
1717384354584,rare,Sunfish,crayzeyez,1,111,111
1717384903778,junk,Soda Can,zoskyb,0.09,1,1
1717384927167,uncommon,Koi,taylor047,12.4,49,59
1717385028796,uncommon,Peacock Bass,staggerrilla,7.3,46,46
1717385050002,junk,CB Longneck,bleepbloopinbot,0.19,2,2
1717385071211,junk,Thong,surfeus,0.18,2,85
1717385385504,epic,Pineapple,lightb0011,0.91,5,5
1717385408065,rare,Emperor Angelfish,crayzeyez,1.53,71,182
1717385563946,legendary,Joel the Sturgeon,taylor047,292,292,351
1717385737030,common,Blue Discus,zoskyb,0.16,16,17
1717385758900,common,Barracuda,andrearghos,10.1,34,34
1717385781706,common,Barracuda,surfeus,9,30,115
1717386012889,rare,Olive Ridley Turtle,crayzeyez,39,79,261
1717386131356,junk,Coffee Cup,lightb0011,0.22,2,7
1717386172654,uncommon,Rabbitfish,taylor047,2.12,37,388
1717386231105,epic,Moorish Idol,staggerrilla,1.69,152,198
1717386252819,common,Perch,bleepbloopinbot,2.67,27,29
1717386344839,junk,CB Longneck,necroso7,0.16,2,2
1717386835547,common,Atlantic Cod,lightb0011,45,34,41
1717386928868,uncommon,Murex Shellfish,crayzeyez,0.5,40,301
1717386951811,epic,Shrimp Toy,taylor047,0.81,81,469
1717387205411,epic,Orange Discus,surfeus,0.31,113,228
1717387428344,epic,Pineapple,staggerrilla,1,5,203
1717387451454,rare,Marlin,bleepbloopinbot,293,98,127
1717387488735,common,Carp,stecherdesgrauens,8.7,16,16
1717387585154,junk,Weird Drawing of a Fish?,taylor047,0.52,10,479
1717387616424,uncommon,Lobster,necroso7,0.95,66,68
1717387835947,junk,Fish Cracker,Pochenchou,0.48,5,5
1717388189504,epic,Powderblue Tang,taylor047,0.85,171,650
1717388387733,common,Blue Discus,surfeus,0.21,21,249
1717388449371,junk,Vape,lightb0011,0.2,10,51
1717388470921,common,Mackerel,Pochenchou,1.9,19,24
1717388616398,common,Carp,alfiMS,6.6,12,12
1717388641109,epic,Eagle Ray,staggerrilla,186,178,381
1717388662359,junk,Nugget,bleepbloopinbot,0.17,2,129
1717388686364,epic,Leatherback Turtle,zoskyb,414,145,162
1717388797252,junk,Branch,mrdes1gner,0.53,2,2
1717388818595,junk,Vape,taylor047,0.16,8,658
1717389205215,legendary,Croissant Shark,surfeus,1.12,280,529
1717389246864,uncommon,Electric Catfish,stecherdesgrauens,19.9,52,68
1717389333645,uncommon,Scrapermouth Mbuna,necroso7,0.18,35,103
1717389355130,common,Trout,crayzeyez,1.08,16,317
1717389386423,junk,VHS Tape,1ggrizzlyy1,0.49,20,20
1717389441039,junk,CB Longneck,mrdes1gner,0.2,2,4
1717389585591,legendary,Zero,taylor047,9.2,688,1346
1717389628585,rare,Arapaima,lightb0011,88,88,139
1717389680977,common,Blue Discus,CHUCKY_XS,0.2,20,20
1717389830494,rare,Big Mamma Pickle,staggerrilla,0.47,93,474
1717389851851,junk,Strange Vase,bleepbloopinbot,0.5,10,139
1717389952046,junk,Can,ragnar175,0.45,4,4
1717390133993,common,Blue Discus,ReioKimura,0.18,18,18
1717390155247,epic,Pineapple,mrdes1gner,1.01,5,9
1717390348700,common,Atlantic Cod,necroso7,42,32,135
1717390412252,common,Barracuda,surfeus,7.4,25,554
1717390434092,common,Salmon,Pochenchou,4.31,32,56
1717390559593,junk,Scooter,lightb0011,15,50,189
1717390627163,junk,Skateboard,leonidovy4,3.07,51,51
1717390666241,common,Pike,staggerrilla,0.91,9,483
1717390871073,junk,Nugget,mrdes1gner,0.21,2,11
